RHS index deps are: {Variable('i'), Variable('map')}
Done collecting tunits
Done collecting subkernels
frozen_nodes0_3d 0.002439260482788086 0.029309511184692383
_grad_cv_operator 0.0018010139465332031 2.1331472396850586
frozen_area_el_b_face_restr_all 0.026467561721801758 0.21915698051452637
frozen_result 0.0009658336639404297 0.01444387435913086
frozen_char_lscales 0.0022132396697998047 0.016254186630249023
frozen_f2allf_ind 0.0009109973907470703 0.010931730270385742
frozen_normal_1_b_isothermal_wall 0.01920914649963379 0.16873407363891602
frozen_area_el_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.026450634002685547 0.2081747055053711
frozen_area_el_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.026909351348876953 0.20776057243347168
frozen_result 0.0022292137145996094 0.017195701599121094
frozen_result 0.0023643970489501953 0.02146744728088379
unfiltered_rhs 0.0008711814880371094 0.8119802474975586
compute_smoothness_mu 0.014135599136352539 0.1278676986694336
frozen_result 0.002285003662109375 0.017908811569213867
frozen_area_el_b_face_restr_interior 0.0263364315032959 0.2148761749267578
get_temperature_update 0.017002105712890625 0.13464808464050293
frozen_normal_2_b_wall_farfield 0.01932978630065918 1.2610828876495361
_create_fluid_state 0.0008463859558105469 0.7715082168579102
frozen_result 0.0026268959045410156 0.02213311195373535
compute_smoothed_char_length 0.00011539459228515625 0.10459113121032715
_create_fluid_state 0.0008208751678466797 0.7697186470031738
get_temperature_update 0.013909339904785156 0.13904190063476562
_lsrk_update 0.014073610305786133 0.2844727039337158
frozen_f2allf_ind 0.0008723735809326172 0.010465621948242188
grad_t_operator_fluid 0.009293556213378906 0.07223343849182129
frozen_area_el_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.02619028091430664 0.21858477592468262
frozen_area_el_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.025417566299438477 0.21593046188354492
frozen_f2allf_ind 0.0008728504180908203 0.01082921028137207
frozen_result 0.0009224414825439453 0.01312708854675293
frozen_area_el_b_face_restr_all 0.02619028091430664 0.21741724014282227
compute_smoothed_char_length 0.0003185272216796875 0.9127678871154785
compute_smoothed_char_length 0.00015473365783691406 0.36992406845092773
compute_smoothed_char_length 0.0006909370422363281 1.0549917221069336
frozen_f2allf_ind 0.0009572505950927734 0.011202812194824219
_create_fluid_state 0.0008194446563720703 0.7706866264343262
compute_smoothed_char_length 0.00011920928955078125 0.10388946533203125
frozen_normal_1_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.01957416534423828 0.15457439422607422
frozen_normal_1_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.0191342830657959 0.15550947189331055
frozen_result 0.002590656280517578 0.02467036247253418
frozen_result 0.0009491443634033203 0.013071537017822266
frozen_nodes0_3d 0.002392292022705078 0.029640913009643555
grad_t_operator_fluid 0.0005743503570556641 1.0199832916259766
frozen_inv_metric_deriv_v_fluid 0.32888245582580566 4.132368326187134
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.020377159118652344 0.1608138084411621
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.020389795303344727 0.1595771312713623
frozen_f2allf_ind 0.0008728504180908203 0.011008977890014648
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.01956462860107422 0.15856266021728516
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.019104957580566406 0.15761303901672363
frozen_f2allf_ind 0.0009455680847167969 0.010908365249633789
frozen_normal_1_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.019502639770507812 0.1685030460357666
frozen_f2allf_ind 0.0008730888366699219 0.011744260787963867
frozen_f2allf_ind 0.0008993148803710938 0.010897636413574219
frozen_normal_4_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.019646406173706055 0.15840768814086914
frozen_normal_4_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.01907825469970703 0.15814590454101562
frozen_result 0.0494692325592041 0.4999094009399414
frozen_dt_geometric_v_fluid 0.028037548065185547 0.22348237037658691
_grad_cv_operator 0.00015234947204589844 0.09889602661132812
frozen_f2allf_ind 0.0008482933044433594 0.010852336883544922
frozen_nodes0_3d 0.0023801326751708984 0.0295255184173584
frozen_f2allf_ind 0.0008318424224853516 0.010734796524047852
frozen_area_el_b_face_restr_all 0.027341127395629883 0.2178361415863037
frozen_result 0.002402067184448242 0.019360780715942383
frozen_area_el_v_wall 0.03257560729980469 0.2804574966430664
frozen_area_el_b_flow 0.02622842788696289 0.21956205368041992
frozen_nodes0_3d 0.0024404525756835938 0.02946925163269043
frozen_area_el_b_face_restr_all 0.025983095169067383 0.21850824356079102
frozen_f2allf_ind 0.000873565673828125 0.010905265808105469
grad_t_operator_fluid 0.00014472007751464844 0.10591697692871094
_create_fluid_state 0.0008120536804199219 0.7632489204406738
_create_fluid_state 0.0008184909820556641 0.7608339786529541
frozen_result 0.002354860305786133 0.020261764526367188
frozen_normal_2_b_isothermal_wall 0.019455432891845703 0.16797184944152832
frozen_f2allf_ind 0.0009284019470214844 0.010842561721801758
unfiltered_rhs 0.026334285736083984 15.65299391746521
frozen_f2allf_ind 0.001104593276977539 0.011697530746459961
_create_fluid_state 0.0008409023284912109 0.7816085815429688
frozen_normal_4_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.019876718521118164 0.1715071201324463
frozen_f2allf_ind 0.0008974075317382812 0.011156320571899414
frozen_area_el_b_wall_farfield 0.02643418312072754 0.22385811805725098
frozen_f2allf_ind 0.0009362697601318359 0.011219263076782227
frozen_f2allf_ind 0.0009450912475585938 0.010588407516479492
frozen_normal_4_b_isothermal_wall 0.01941514015197754 0.17107844352722168
frozen_f2allf_ind 0.0009372234344482422 0.011193990707397461
_grad_cv_operator 0.0001385211944580078 0.10061955451965332
grad_t_operator_fluid 0.0004563331604003906 0.8526270389556885
frozen_normal_1_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.019733667373657227 0.15753841400146484
compute_smoothed_char_length 0.0003483295440673828 0.4503660202026367
frozen_area_el_b_face_restr_interior 0.027327299118041992 0.21928763389587402
grad_t_operator_fluid 0.0001647472381591797 0.1061398983001709
_create_fluid_state 0.0008158683776855469 1.967759132385254
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.01996636390686035 0.15674400329589844
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.019240617752075195 0.15626978874206543
grad_t_operator_fluid 0.00016069412231445312 0.10456037521362305
frozen_result 0.0024857521057128906 0.0226898193359375
frozen_normal_4_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.020064115524291992 0.16860389709472656
frozen_f2allf_ind 0.0008704662322998047 0.011078119277954102
frozen_area_el_b_flow 0.025562763214111328 0.20691800117492676
frozen_result 0.0022432804107666016 0.016925573348999023
frozen_result 0.004288434982299805 0.023044347763061523
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.01974797248840332 0.155165433883667
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.019036531448364258 0.15500497817993164
compute_smoothed_char_length 8.320808410644531e-05 0.0444645881652832
frozen_area_el_b_face_restr_interior 0.027940988540649414 0.21926093101501465
frozen_result 0.0024309158325195312 0.02232646942138672
frozen_nodes0_3d 0.0023953914642333984 0.028250932693481445
frozen_f2allf_ind 0.0010216236114501953 0.01178598403930664
_grad_cv_operator 0.0017559528350830078 2.323021173477173
frozen_area_el_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.027106285095214844 0.21225428581237793
frozen_area_el_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.025376558303833008 0.210282564163208
frozen_nodes0_3d 0.002453327178955078 0.029810667037963867
frozen_nodes0_3d 0.002388477325439453 0.03141283988952637
frozen_nodes0_3d 0.0023980140686035156 0.02961111068725586
frozen_result 0.0024840831756591797 0.02393317222595215
frozen_normal_2_b_face_restr_interior 0.020147323608398438 0.16990876197814941
frozen_f2allf_ind 0.0008885860443115234 0.011128425598144531
frozen_f2allf_ind 0.0009071826934814453 0.011996030807495117
_grad_cv_operator 0.0017657279968261719 2.1235339641571045
frozen_area_el_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.026586294174194336 0.2101147174835205
frozen_normal_2_b_face_restr_interior 0.02051711082458496 0.1703968048095703
frozen_area_el_v_fluid 0.03249001502990723 0.2814450263977051
frozen_result 0.002267599105834961 0.01890707015991211
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.019869089126586914 0.15563750267028809
frozen_f2allf_ind 0.0009205341339111328 0.010816812515258789
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.019325733184814453 0.16716933250427246
frozen_area_el_b_isothermal_wall 0.02630782127380371 0.2174227237701416
frozen_inv_metric_deriv_v_fluid 0.3022787570953369 4.221980571746826
_grad_cv_operator 0.0008778572082519531 0.09907889366149902
compute_smoothness_kappa 0.0036559104919433594 0.028516530990600586
frozen_f2allf_ind 0.0008478164672851562 0.011451005935668945
frozen_result 0.0026683807373046875 0.02499699592590332
unfiltered_rhs 0.0015630722045898438 1.1449451446533203
compute_smoothness_kappa 0.0034210681915283203 0.02947068214416504
frozen_area_el_b_face_restr_interior 0.026959657669067383 0.22173023223876953
frozen_normal_4_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.01939702033996582 0.15668463706970215
frozen_f2allf_ind 0.0008711814880371094 0.010915040969848633
frozen_inv_metric_deriv_v_fluid 0.3247222900390625 2.998168706893921
frozen_f2allf_ind 0.0017354488372802734 0.01161503791809082
compute_smoothed_char_length 0.0001614093780517578 0.3701484203338623
frozen_normal_1_b_flow 0.019388675689697266 0.16052627563476562
frozen_f2allf_ind 0.0008778572082519531 0.010977506637573242
frozen_f2allf_ind 0.0008473396301269531 0.010782480239868164
frozen_f2allf_ind 0.0008580684661865234 0.011129140853881836
frozen_area_el_b_face_restr_all 0.026346921920776367 0.21751904487609863
grad_t_operator_fluid 0.00016188621520996094 0.10489535331726074
frozen_char_lscales 0.002152681350708008 0.01595926284790039
compute_smoothed_char_length 0.00014781951904296875 0.3445761203765869
_create_fluid_state 0.0008246898651123047 0.7568602561950684
frozen_nodes0_3d 0.0024542808532714844 0.028661489486694336
frozen_result 0.0026662349700927734 0.01832270622253418
_create_fluid_state 0.0008153915405273438 0.7655410766601562
_create_fluid_state 0.0009007453918457031 0.7688932418823242
frozen_f2allf_ind 0.00089263916015625 0.01098775863647461
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.0195925235748291 0.15913057327270508
frozen_result 0.002424001693725586 0.020124197006225586
compute_smoothed_char_length 0.0001571178436279297 0.34593653678894043
frozen_f2allf_ind 0.00086212158203125 0.010856389999389648
frozen_nodes0_3d 0.0023844242095947266 0.029242277145385742
frozen_result 0.0023207664489746094 0.021625518798828125
frozen_f2allf_ind 0.0008258819580078125 0.010824918746948242
_get_wv 0.002710103988647461 0.02306532859802246
frozen_normal_1_b_face_restr_interior 0.01903223991394043 0.1668376922607422
frozen_result 0.0009694099426269531 0.012885808944702148
frozen_f2allf_ind 0.0008969306945800781 0.010802268981933594
frozen_result 0.0024297237396240234 0.02076125144958496
frozen_normal_4_b_isothermal_wall 0.01944136619567871 0.166792631149292
frozen_normal_1_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.0192415714263916 0.16733527183532715
frozen_normal_4_b_face_restr_interior 0.019727706909179688 0.16753792762756348
frozen_area_el_b_wall_farfield 0.026334762573242188 0.21826958656311035
frozen_f2allf_ind 0.0008838176727294922 0.011083126068115234
frozen_result 0.0022742748260498047 0.020307540893554688
grad_t_operator_fluid 0.0005860328674316406 1.0281243324279785
frozen_f2allf_ind 0.0009028911590576172 0.011101484298706055
frozen_result 0.0022797584533691406 0.018228530883789062
frozen_normal_1_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.019484281539916992 0.15706253051757812
frozen_normal_1_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.018915176391601562 0.15784955024719238
frozen_normal_1_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.020025968551635742 0.16823077201843262
frozen_f2allf_ind 0.0008780956268310547 0.011684179306030273
frozen_normal_4_b_flow 0.019266128540039062 0.15763568878173828
frozen_f2allf_ind 0.0008747577667236328 0.011174917221069336
frozen_nodes0_3d 0.0026237964630126953 0.029734373092651367
frozen_area_el_b_face_restr_all 0.02663135528564453 0.21997570991516113
frozen_result 0.007638454437255859 0.06257057189941406
unfiltered_rhs 0.0008549690246582031 0.8179328441619873
compute_smoothed_char_length 8.749961853027344e-05 0.06507706642150879
unfiltered_rhs 0.011495590209960938 8.836956262588501
frozen_result 0.0023000240325927734 0.016685962677001953
frozen_result 0.34033751487731934 6.000289678573608
frozen_f2allf_ind 0.00127410888671875 0.01196742057800293
compute_smoothed_char_length 0.00016427040100097656 0.37896227836608887
grad_t_operator_fluid 0.00014781951904296875 0.10601019859313965
frozen_result 0.002466917037963867 0.023401260375976562
frozen_inv_metric_deriv_v_fluid 0.3046529293060303 3.019509792327881
frozen_inv_metric_deriv_v_fluid 0.29142284393310547 4.3342976570129395
frozen_result 0.0033316612243652344 0.0243377685546875
frozen_normal_1_b_face_restr_interior 0.019812822341918945 0.1703791618347168
frozen_normal_2_b_flow 0.019912004470825195 0.16993379592895508
frozen_nodes0_3d 0.0025000572204589844 0.029873132705688477
frozen_f2allf_ind 0.0008637905120849609 0.010505199432373047
frozen_area_el_b_face_restr_interior 0.02725672721862793 0.21899652481079102
frozen_f2allf_ind 0.0008847713470458984 0.011105775833129883
frozen_f2allf_ind 0.0008585453033447266 0.011005640029907227
frozen_char_lscales 0.0023763179779052734 0.016301631927490234
frozen_area_el_b_face_restr_interior 0.027461528778076172 0.21928095817565918
unfiltered_rhs 0.0008795261383056641 0.8190696239471436
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.019903182983398438 0.15818476676940918
frozen_normal_4_b_isothermal_wall 0.01935124397277832 0.16782355308532715
frozen_nodes0_3d 0.0024373531341552734 0.02954387664794922
frozen_nodes0_3d 0.0023627281188964844 0.02961111068725586
compute_smoothed_char_length 0.0003077983856201172 0.9138839244842529
frozen_f2allf_ind 0.0008840560913085938 0.011142492294311523
frozen_nodes0_3d 0.0024073123931884766 0.02956676483154297
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.01942920684814453 0.1681358814239502
frozen_f2allf_ind 0.0008769035339355469 0.01115274429321289
grad_t_operator_fluid 0.0005805492401123047 1.0312285423278809
_grad_cv_operator 0.00014257431030273438 0.09906387329101562
frozen_nodes0_3d 0.0024967193603515625 0.030192136764526367
frozen_normal_4_b_face_restr_interior 0.01934337615966797 0.1679084300994873
frozen_f2allf_ind 0.0008747577667236328 0.010973691940307617
frozen_normal_1_b_isothermal_wall 0.019216060638427734 0.16746187210083008
frozen_nodes0_3d 0.002424001693725586 0.029603242874145508
compute_smoothed_char_length 7.081031799316406e-05 0.04533720016479492
unfiltered_rhs 0.011322259902954102 8.911006450653076
frozen_f2allf_ind 0.001004934310913086 0.011819601058959961
frozen_result 0.0025472640991210938 0.023424386978149414
compute_smoothed_char_length 0.0003120899200439453 0.9294929504394531
frozen_area_el_b_face_restr_interior 0.027081727981567383 0.22158360481262207
get_temperature_update 0.015546321868896484 0.13776588439941406
frozen_inv_metric_deriv_v_wall 0.3034532070159912 3.0090150833129883
frozen_normal_4_b_face_restr_interior 0.021277189254760742 0.1721479892730713
frozen_f2allf_ind 0.0008826255798339844 0.011239767074584961
frozen_f2allf_ind 0.0008645057678222656 0.011006355285644531
frozen_normal_4_b_flow 0.0196683406829834 0.17076730728149414
frozen_result 0.00667119026184082 0.06186509132385254
unfiltered_rhs 0.0010123252868652344 0.9002907276153564
_create_fluid_state 0.0008158683776855469 0.7729501724243164
frozen_normal_2_b_face_restr_interior 0.019586563110351562 0.1703338623046875
frozen_dt_geometric_v_fluid 0.02798295021057129 0.22580671310424805
frozen_f2allf_ind 0.0008943080902099609 0.011092901229858398
frozen_nodes0_3d 0.0024368762969970703 0.029368162155151367
frozen_nodes0_3d 0.002521991729736328 0.02910780906677246
frozen_nodes0_3d 0.002510547637939453 0.0296628475189209
frozen_area_el_v_fluid 0.03266739845275879 0.2791712284088135
frozen_normal_4_b_face_restr_interior 0.019582509994506836 0.1673135757446289
compute_smoothed_char_length 0.0007338523864746094 1.0974619388580322
frozen_area_el_b_isothermal_wall 0.0274960994720459 0.2189624309539795
frozen_result 0.0023005008697509766 0.019344568252563477
frozen_normal_4_b_face_restr_interior 0.019144535064697266 0.16697025299072266
frozen_f2allf_ind 0.0008711814880371094 0.010891437530517578
frozen_result 0.0009162425994873047 0.012628555297851562
frozen_result 0.338681697845459 4.6173717975616455
frozen_result 0.33834314346313477 6.016455173492432
frozen_normal_1_b_face_restr_interior 0.020447731018066406 0.17520475387573242
frozen_f2allf_ind 0.0009505748748779297 0.011792659759521484
frozen_area_el_b_face_restr_interior 0.027527809143066406 0.22562932968139648
frozen_f2allf_ind 0.0009472370147705078 0.011232376098632812
compute_smoothed_char_length 0.00011444091796875 0.10717391967773438
grad_t_operator_fluid 0.00014591217041015625 0.10580730438232422
frozen_normal_1_b_face_restr_interior 0.020069360733032227 0.17146563529968262
frozen_normal_1_b_face_restr_interior 0.019839048385620117 0.1700301170349121
frozen_area_el_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.0265810489654541 0.20764851570129395
frozen_f2allf_ind 0.0008940696716308594 0.011101961135864258
compute_smoothed_char_length 0.0001537799835205078 0.3711724281311035
frozen_result 0.0025186538696289062 0.02379584312438965
frozen_inv_metric_deriv_v_fluid 0.30520105361938477 3.010159730911255
frozen_normal_4_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.020183086395263672 0.16199350357055664
frozen_f2allf_ind 0.0009431838989257812 0.011131763458251953
frozen_normal_4_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.02027606964111328 0.15999388694763184
_create_wall_dependent_vars 0.004512310028076172 0.03366351127624512
frozen_nodes0_3d 0.002515077590942383 0.029423236846923828
frozen_area_el_b_face_restr_all 0.026331424713134766 0.22031283378601074
frozen_result 0.002568960189819336 0.02470850944519043
frozen_area_el_b_isothermal_wall 0.026300668716430664 0.22014188766479492
frozen_normal_1_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.019278526306152344 0.15884780883789062
frozen_normal_1_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.019251108169555664 0.15823745727539062
frozen_normal_1_b_BTAG_PARTITIONPartIDvolume_tagfluidrank 0.019197702407836914 0.16683006286621094
frozen_result 0.0025489330291748047 0.024547100067138672
frozen_area_el_b_face_restr_interior 0.026752710342407227 0.21796941757202148
frozen_inv_metric_deriv_v_wall 0.29822278022766113 4.423503160476685
frozen_f2allf_ind 0.0016601085662841797 0.011302947998046875
unfiltered_rhs 0.001577615737915039 1.1448793411254883
frozen_f2allf_ind 0.00091552734375 0.011167049407958984
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.020331621170043945 0.17074799537658691
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.0191957950592041 0.171006441116333
frozen_f2allf_ind 0.0008912086486816406 0.011023521423339844
frozen_dt_geometric_v_fluid 0.028911828994750977 0.22590184211730957
frozen_area_el_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.026592493057250977 0.2065727710723877
frozen_result 0.002568483352661133 0.02609562873840332
frozen_normal_1_b_isothermal_wall 0.019741058349609375 0.16857194900512695
compute_smoothed_char_length 0.0007379055023193359 1.1005773544311523
frozen_nodes0_3d 0.0024776458740234375 0.029683589935302734
frozen_nodes0_3d 0.0034072399139404297 0.029410362243652344
frozen_normal_2_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.019148588180541992 0.15468239784240723
frozen_result 0.0026128292083740234 0.024071216583251953
frozen_area_el_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.026391983032226562 0.20740294456481934
frozen_f2allf_ind 0.0008759498596191406 0.01050877571105957
_grad_cv_operator 0.0001373291015625 0.09715580940246582
unfiltered_rhs 0.02736830711364746 16.29101538658142
grad_t_operator_fluid 0.0005865097045898438 1.0466763973236084
compute_smoothed_char_length 0.00033473968505859375 0.993304967880249
frozen_dt_geometric_v_fluid 0.02831125259399414 0.22803807258605957
_lsrk_update 0.015006780624389648 0.28946590423583984
frozen_result 0.002567768096923828 0.023841381072998047
frozen_f2allf_ind 0.0008630752563476562 0.011539459228515625
frozen_result 0.006694793701171875 0.06129336357116699
_lsrk_update 0.00022482872009277344 0.13340139389038086
frozen_result 0.002193450927734375 0.017038822174072266
frozen_normal_4_b_BTAG_PARTITIONPartIDvolume_tagwallrank 0.019663572311401367 0.16760683059692383
frozen_normal_2_b_face_restr_interior 0.019570589065551758 0.16902756690979004
frozen_normal_2_b_wall_farfield 0.01949453353881836 0.1699366569519043
frozen_normal_1_b_isothermal_wall 0.02027297019958496 0.16951680183410645
_create_fluid_state 0.0008132457733154297 0.7694807052612305
frozen_dt_geometric_v_wall 0.028494834899902344 0.22673392295837402
frozen_f2allf_ind 0.0008897781372070312 0.011119842529296875
frozen_result 0.0024967193603515625 0.023806095123291016
